Year,Month,ZIP,Customer Type,Monthly Usage (kWh)
2015,7,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.,4244660
2015,12,"37086
(36.014912, -86.5643)",COMMERCIAL,16712362
2015,7,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,3639274
2015,7,"37115
(36.262567, -86.704171)",RESRESIDENTIAL                SRSRESID. SUPPL.,7794493
2015,7,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,763411
2015,7,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,631056
2015,7,"37218
(36.210699, -86.866798)",OLMOLB METERED,0
2015,7,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW,16847604
2015,7,"37115
(36.262567, -86.704171)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1959107
2015,7,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW,60960
2015,7,"37075
(36.323052, -86.60557)",RESRESIDENTIAL                SRSRESID. SUPPL.,11186104
2015,7,"37122
(36.187906, -86.500085)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,7197
2015,7,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,251355
2015,7,"37208
(36.176427, -86.805176)",COMCOMM > 50 KW,16218252
2015,7,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW,30865769
2015,7,"37072
(36.350389, -86.731255)",RESRESIDENTIAL                SRSRESID. SUPPL.,8140266
2015,7,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW,3716787
2015,7,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.,9104518
2015,7,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2294538
2015,7,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.,9781359
2015,7,"37214
(36.168995, -86.667231)",OLMOLB METERED,6008
2015,7,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.,34048
2015,7,"37211
(36.069132, -86.724578)",OLMOLB METERED,18540
2015,7,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1385
2015,7,"37073
(36.42764, -86.812249)",COMCOMM > 50 KW,27440
2015,7,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.,869509
2015,7,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,367
2015,7,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.,804491
2015,7,"37204
(36.109305, -86.776748)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2026815
2015,7,"37217
(36.106646, -86.667608)",OLMOLB METERED,1957
2015,7,"37243
(36.166899, -86.77672)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,119906
2016,4,37069,COMMERCIAL,53160
2015,7,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW,11372399
2015,7,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW,96000
2015,7,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,3201559
2015,7,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW,10660126
2015,7,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW,0
2015,12,"37214
(36.168995, -86.667231)",COMMERCIAL,24110635
2015,7,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2881161
2015,7,"37204
(36.109305, -86.776748)",OLMOLB METERED,11536
2015,7,"37219
(36.167467, -86.783669)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,283870
2015,7,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,841266
2015,7,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.,93338
2015,7,,OLMOLB METERED,15306
2015,7,,RESRESIDENTIAL                SRSRESID. SUPPL.,6805854
2015,7,,COMCOMM > 50 KW,20832050
2015,7,,RESRESIDENTIAL                SRSRESID. SUPPL.,69406
2015,7,,RESRESIDENTIAL                SRSRESID. SUPPL.,1068164
2015,7,,COMCOMM > 50 KW,17066710
2015,7,,COMCOMM > 50 KW,29986789
2015,7,,COMCOMM > 50 KW,20674497
2015,7,,RESRESIDENTIAL                SRSRESID. SUPPL.,1080
2015,7,,OLMOLB METERED,3900
2015,7,,COMCOMM > 50 KW,564000
2015,7,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1109805
2015,7,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW,81469864
2015,7,"37215
(36.091316, -86.827959)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1468432
2015,7,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1096940
2015,7,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW,104820
2015,7,"37138
(36.239455, -86.611783)",COMCOMM > 50 KW,23228955
2015,7,"37080
(36.331509, -86.915843)",COMCOMM > 50 KW,608050
2015,7,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1240129
2015,7,"37066
(36.387698, -86.459057)",COMCOMM > 50 KW,582361
2015,7,"37027
(36.00245, -86.778709)",OLMOLB METERED,23617
2015,7,"37138
(36.239455, -86.611783)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,645511
2015,7,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW,34080
2015,7,"37138
(36.239455, -86.611783)",OLMOLB METERED,5084
2015,7,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,13131
2015,7,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW,0
2015,7,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.,1956115
2015,7,"37205
(36.112469, -86.867263)",COMCOMM > 50 KW,12450118
2015,7,"37086
(36.014912, -86.5643)",OLMOLB METERED,18282
2015,7,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1237480
2015,7,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW,4612224
2015,7,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW,1200
2015,7,"37215
(36.091316, -86.827959)",RESRESIDENTIAL                SRSRESID. SUPPL.,10006564
2015,7,"37189
(36.279393, -86.826731)",RESRESIDENTIAL                SRSRESID. SUPPL.,1128495
2015,7,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.,5493524
2015,12,"37212
(36.133256, -86.801456)",SEASONAL CUSTOMER,0
2015,7,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW,6805561
2015,7,"37080
(36.331509, -86.915843)",OLMOLB METERED,7200
2015,7,"37228
(36.193837, -86.803025)",RESRESIDENTIAL                SRSRESID. SUPPL.,42548
2015,7,"37207
(36.224945, -86.775061)",OLMOLB METERED,6096
2015,7,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW,11804791
2015,7,"37189
(36.279393, -86.826731)",COMCOMM > 50 KW,1911069
2015,7,"37069
(35.985493, -86.899213)",COMCOMM > 50 KW,71040
2015,7,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW,13148634
2015,7,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,257982
2015,7,"37115
(36.262567, -86.704171)",OLMOLB METERED,1740
2015,7,"37206
(36.18095, -86.739624)",OLMOLB METERED,3342
2015,7,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.,638610
2015,7,"37221
(36.064367, -86.96029)",OLMOLB METERED,13076
2015,7,"37216
(36.216134, -86.726204)",OLMOLB METERED,1800
2015,12,"37122
(36.187906, -86.500085)",RESIDENTIAL,467913
2015,7,"37086
(36.014912, -86.5643)",RESRESIDENTIAL                SRSRESID. SUPPL.,3503429
2015,7,"37228
(36.193837, -86.803025)",OLMOLB METERED,552
2015,7,"37203
(36.150195, -86.790206)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2929250
2015,7,"37143
(36.12259, -87.03587)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,27002
2015,7,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.,10773820
2015,7,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW,5005
2015,7,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW,9951745
2015,7,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.,8479337
2015,7,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,159556
2015,7,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW,3876357
2015,7,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1761478
2015,7,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.,2647881
2015,7,"37213
(36.167552, -86.767564)",COMCOMM > 50 KW,3286993
2015,7,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1289778
2015,7,"37212
(36.133256, -86.801456)",RESRESIDENTIAL                SRSRESID. SUPPL.,2406709
2015,7,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1533956
2015,7,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1970927
2015,7,"37015
(36.29003, -87.070106)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,63744
2015,7,"37076
(36.175185, -86.5933)",OLMOLB METERED,0
2015,7,"37201
(36.164553, -86.776977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,249908
2015,7,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1637605
2015,7,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.,637382
2015,7,"37075
(36.323052, -86.60557)",OLMOLB METERED,47204
2015,7,"37201
(36.164553, -86.776977)",COMCOMM > 50 KW,8658511
2015,7,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW,2881970
2015,7,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,23523
2015,7,"37215
(36.091316, -86.827959)",OLMOLB METERED,6455
2015,7,"37205
(36.112469, -86.867263)",OLMOLB METERED,4040
2015,7,"37229
(36.166687, -86.779932)",COMCOMM > 50 KW,1188150
2016,4,37152,RESIDENTIAL,5482
2015,7,"37013
(36.049335, -86.641832)",RESRESIDENTIAL                SRSRESID. SUPPL.,10506177
2015,7,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.,6576488
2015,7,"37135
(35.946013, -86.661944)",RESRESIDENTIAL                SRSRESID. SUPPL.,246134
2015,7,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW,31783616
2015,7,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.,4068734
2015,7,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.,722393
2015,7,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.,1890821
2015,7,"37135
(35.946013, -86.661944)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,3121
2015,7,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW,8554846
2015,7,"37212
(36.133256, -86.801456)",OLMOLB METERED,39911
2015,7,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW,2216562
2015,7,"37210
(36.140869, -86.738847)",OLMOLB METERED,3886
2015,7,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.,5536
2015,7,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.,5021824
2015,7,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.,7710
2015,7,"37216
(36.216134, -86.726204)",RESRESIDENTIAL                SRSRESID. SUPPL.,4314305
2015,7,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW,14897156
2015,7,"37072
(36.350389, -86.731255)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1702116
2015,7,"37215
(36.091316, -86.827959)",COMCOMM > 50 KW,6395473
2015,12,"37152
(36.396526, -86.765833)",COMMERCIAL,50040
2015,7,"37204
(36.109305, -86.776748)",RESRESIDENTIAL                SRSRESID. SUPPL.,2845154
2015,7,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.,33475
2015,7,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,66733
2015,7,"37202
(36.158527, -86.782923)",COMCOMM > 50 KW,29500
2015,7,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW,6290326
2015,6,"37215
(36.091316, -86.827959)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1163070
2015,6,"37212
(36.133256, -86.801456)",COMCOMM > 50 KW,9976626
2015,6,"37217
(36.106646, -86.667608)",COMCOMM > 50 KW,12744487
2015,6,"37211
(36.069132, -86.724578)",COMCOMM > 50 KW,19371612
2015,6,"37073
(36.42764, -86.812249)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,8785
2016,4,37229,COMMERCIAL,894400
2015,6,"37069
(35.985493, -86.899213)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,5475
2015,6,"37218
(36.210699, -86.866798)",OLMOLB METERED,0
2015,6,"37221
(36.064367, -86.96029)",COMCOMM > 50 KW,3890304
2015,6,"37073
(36.42764, -86.812249)",RESRESIDENTIAL                SRSRESID. SUPPL.,76290
2015,6,"37206
(36.18095, -86.739624)",RESRESIDENTIAL                SRSRESID. SUPPL.,3503870
2015,6,,COMCOMM > 50 KW,26480
2015,6,"37216
(36.216134, -86.726204)",OLMOLB METERED,4640
2015,6,"37138
(36.239455, -86.611783)",COMCOMM > 50 KW,21202575
2015,6,"37210
(36.140869, -86.738847)",SEASEAS > 50 KW,0
2015,6,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,61048
2015,6,"37189
(36.279393, -86.826731)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1060855
2015,6,"37227
(36.129798, -86.666977)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,413
2015,6,"37027
(36.00245, -86.778709)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1044568
2015,6,,RESRESIDENTIAL                SRSRESID. SUPPL.,8856410
2015,6,"37214
(36.168995, -86.667231)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1614875
2015,6,"37080
(36.331509, -86.915843)",RESRESIDENTIAL                SRSRESID. SUPPL.,1233370
2015,6,"37143
(36.12259, -87.03587)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,24228
2015,6,"37205
(36.112469, -86.867263)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,868908
2015,12,"37243
(36.166899, -86.77672)",COMMERCIAL,2169660
2015,6,"37064
(35.889628, -86.926986)",RESRESIDENTIAL                SRSRESID. SUPPL.,3620
2015,6,"37209
(36.149599, -86.874487)",COMCOMM > 50 KW,27949619
2015,6,"37138
(36.239455, -86.611783)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,575251
2015,6,"37075
(36.323052, -86.60557)",COMCOMM > 50 KW,9818159
2015,6,"37115
(36.262567, -86.704171)",COMCOMM > 50 KW,10591322
2015,6,"37220
(36.06788, -86.776955)",COMCOMM > 50 KW,1975803
2015,6,"37208
(36.176427, -86.805176)",OLMOLB METERED,23968
2015,6,"37072
(36.350389, -86.731255)",OLMOLB METERED,22815
2015,6,"37228
(36.193837, -86.803025)",COMCOMM > 50 KW,5901631
2015,6,"37015
(36.29003, -87.070106)",RESRESIDENTIAL                SRSRESID. SUPPL.,551965
2015,6,"37217
(36.106646, -86.667608)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1520001
2015,2,,COMCOMM > 50 KW,19387433
2015,6,"37086
(36.014912, -86.5643)",SEASEAS =< 50 KW,9
2016,2,37073,COMMERCIAL,44840
2015,6,"37210
(36.140869, -86.738847)",COMCOMM > 50 KW,29439411
2015,6,"37027
(36.00245, -86.778709)",OLMOLB METERED,33772
2015,6,"37013
(36.049335, -86.641832)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1391998
2015,6,"37208
(36.176427, -86.805176)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1019373
2015,6,"37072
(36.350389, -86.731255)",SEASEAS =< 50 KW,1280
2015,6,"37206
(36.18095, -86.739624)",COMCOMM > 50 KW,3690239
2015,6,"37218
(36.210699, -86.866798)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,450678
2015,6,"37027
(36.00245, -86.778709)",RESRESIDENTIAL                SRSRESID. SUPPL.,8469005
2015,6,"37218
(36.210699, -86.866798)",COMCOMM > 50 KW,5364858
2015,6,"37210
(36.140869, -86.738847)",OLMOLB METERED,3427
2015,6,"37243
(36.166899, -86.77672)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,102214
2015,6,"37213
(36.167552, -86.767564)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,160274
2015,6,"37206
(36.18095, -86.739624)",OLMOLB METERED,3855
2015,6,"37221
(36.064367, -86.96029)",OLMOLB METERED,16399
2015,6,"37207
(36.224945, -86.775061)",COMCOMM > 50 KW,15958342
2015,12,"37086
(36.014912, -86.5643)",SEASONAL CUSTOMER,1648
2015,6,"37219
(36.167467, -86.783669)",COMCOMM > 50 KW,6587612
2015,6,"37214
(36.168995, -86.667231)",COMCOMM > 50 KW,29314217
2015,6,"37205
(36.112469, -86.867263)",RESRESIDENTIAL                SRSRESID. SUPPL.,7087527
2015,6,"37122
(36.187906, -86.500085)",RESRESIDENTIAL                SRSRESID. SUPPL.,652811
2015,6,"37228
(36.193837, -86.803025)",OLMOLB METERED,238
2015,6,"37243
(36.166899, -86.77672)",RESRESIDENTIAL                SRSRESID. SUPPL.,29820
2015,6,"37115
(36.262567, -86.704171)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1749094
2015,6,"37212
(36.133256, -86.801456)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1002756
2015,6,"37207
(36.224945, -86.775061)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1683013
2015,6,"37072
(36.350389, -86.731255)",COMCOMM > 50 KW,10261585
2015,6,"37189
(36.279393, -86.826731)",OLMOLB METERED,0
2015,6,"37218
(36.210699, -86.866798)",RESRESIDENTIAL                SRSRESID. SUPPL.,3157484
2015,6,"37214
(36.168995, -86.667231)",OLMOLB METERED,9781
2015,6,"37082
(36.08832, -87.117051)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,965
2015,6,"37076
(36.175185, -86.5933)",RESRESIDENTIAL                SRSRESID. SUPPL.,5862830
2015,6,"37069
(35.985493, -86.899213)",COMCOMM > 50 KW,64760
2015,6,"37242
(36.165017, -86.782171)",COMCOMM > 50 KW,355200
2015,6,"37013
(36.049335, -86.641832)",COMCOMM > 50 KW,14072595
2015,6,"37075
(36.323052, -86.60557)",OLMOLB METERED,73432
2015,6,"37015
(36.29003, -87.070106)",COMCOMM > 50 KW,4739
2015,6,"37211
(36.069132, -86.724578)",OLMOLB METERED,21580
2015,6,"37211
(36.069132, -86.724578)",RESRESIDENTIAL                SRSRESID. SUPPL.,7822501
2015,6,"37220
(36.06788, -86.776955)",OLMOLB METERED,7268
2015,6,"37208
(36.176427, -86.805176)",RESRESIDENTIAL                SRSRESID. SUPPL.,1903133
2015,6,"37221
(36.064367, -86.96029)",RESRESIDENTIAL                SRSRESID. SUPPL.,6159631
2015,6,"37203
(36.150195, -86.790206)",RESRESIDENTIAL                SRSRESID. SUPPL.,762399
2015,6,"37086
(36.014912, -86.5643)",RESRESIDENTIAL                SRSRESID. SUPPL.,2838879
2015,6,"37213
(36.167552, -86.767564)",RESRESIDENTIAL                SRSRESID. SUPPL.,865
2015,6,"37208
(36.176427, -86.805176)",COMCOMM > 50 KW,14905127
2015,6,"37219
(36.167467, -86.783669)",RESRESIDENTIAL                SRSRESID. SUPPL.,33687
2015,6,"37216
(36.216134, -86.726204)",COMCOMM > 50 KW,3343639
2015,6,"37075
(36.323052, -86.60557)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2049414
2015,6,"37210
(36.140869, -86.738847)",RESRESIDENTIAL                SRSRESID. SUPPL.,1815090
2015,6,"37204
(36.109305, -86.776748)",OLMOLB METERED,12414
2015,6,"37069
(35.985493, -86.899213)",RESRESIDENTIAL                SRSRESID. SUPPL.,627599
2015,6,"37189
(36.279393, -86.826731)",COMCOMM > 50 KW,1775392
2015,6,"37221
(36.064367, -86.96029)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,888880
2015,6,"37210
(36.140869, -86.738847)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2961555
2015,6,"37086
(36.014912, -86.5643)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,657917
2015,6,"37234
(36.159965, -86.783617)",COMCOMM > 50 KW,40
2015,6,"37203
(36.150195, -86.790206)",COMCOMM > 50 KW,75350197
2015,6,"37066
(36.387698, -86.459057)",RESRESIDENTIAL                SRSRESID. SUPPL.,619311
2015,12,"37218
(36.210699, -86.866798)",OUTDOOR LIGHTING,1120
2015,6,"37209
(36.149599, -86.874487)",OLMOLB METERED,12740
2015,6,"37220
(36.06788, -86.776955)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,227429
2015,6,"37138
(36.239455, -86.611783)",RESRESIDENTIAL                SRSRESID. SUPPL.,4576812
2015,6,"37138
(36.239455, -86.611783)",OLMOLB METERED,21652
2015,6,"37152
(36.396526, -86.765833)",RESRESIDENTIAL                SRSRESID. SUPPL.,6967
2015,6,"37238
(36.166067, -86.779698)",COMCOMM > 50 KW,90000
2015,6,"37211
(36.069132, -86.724578)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,3246434
2015,6,"37027
(36.00245, -86.778709)",COMCOMM > 50 KW,11654296
2015,6,"37135
(35.946013, -86.661944)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2727
2015,6,"37076
(36.175185, -86.5933)",COMCOMM > 50 KW,8376740
2015,6,"37086
(36.014912, -86.5643)",OLMOLB METERED,27089
2015,6,"37082
(36.08832, -87.117051)",RESRESIDENTIAL                SRSRESID. SUPPL.,23720
2015,6,"37227
(36.129798, -86.666977)",COMCOMM > 50 KW,95980
2015,6,"37212
(36.133256, -86.801456)",SEASEAS > 50 KW,0
2015,6,"37216
(36.216134, -86.726204)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,747220
2015,6,"37228
(36.193837, -86.803025)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,227271
2015,6,"37203
(36.150195, -86.790206)",OLMOLB METERED,74
2015,6,"37207
(36.224945, -86.775061)",RESRESIDENTIAL                SRSRESID. SUPPL.,6630540
2015,6,"37209
(36.149599, -86.874487)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2216357
2015,6,"37206
(36.18095, -86.739624)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1186128
2015,6,"37143
(36.12259, -87.03587)",RESRESIDENTIAL                SRSRESID. SUPPL.,482356
2015,6,"37152
(36.396526, -86.765833)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,20722
2015,6,"37080
(36.331509, -86.915843)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,203459
2015,6,"37076
(36.175185, -86.5933)",OLMOLB METERED,0
2015,6,"37217
(36.106646, -86.667608)",OLMOLB METERED,1953
2015,6,"37215
(36.091316, -86.827959)",OLMOLB METERED,3799
2015,6,"37135
(35.946013, -86.661944)",RESRESIDENTIAL                SRSRESID. SUPPL.,202865
2015,6,"37066
(36.387698, -86.459057)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,59571
2015,6,"37205
(36.112469, -86.867263)",SEASEAS > 50 KW,23360
2015,12,"37208
(36.176427, -86.805176)",OUTDOOR LIGHTING,248756
2015,6,"37205
(36.112469, -86.867263)",COMCOMM > 50 KW,10871384
2015,6,"37243
(36.166899, -86.77672)",COMCOMM > 50 KW,2610740
2015,6,"37220
(36.06788, -86.776955)",RESRESIDENTIAL                SRSRESID. SUPPL.,2484980
2015,6,,COMCOMM > 50 KW,500000
2015,6,"37217
(36.106646, -86.667608)",RESRESIDENTIAL                SRSRESID. SUPPL.,3801617
2015,6,,COMCOMM =< 50 KW              COMCOMM 3-PHASE,276013
2015,6,"37209
(36.149599, -86.874487)",RESRESIDENTIAL                SRSRESID. SUPPL.,3828243
2015,6,"37076
(36.175185, -86.5933)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,1141837
2015,6,"37203
(36.150195, -86.790206)",COMCOMM =< 50 KW              COMCOMM 3-PHASE,2326307
2015,6,"37072
(36.350389, -86.731255)",RESRESIDENTIAL                SRSRESID. SUPPL.,6315896
2015,6,"37201
(36.164553, -86.776977)",RESRESIDENTIAL                SRSRESID. SUPPL.,72718
2015,6,"37152
(36.396526, -86.765833)",COMCOMM > 50 KW,61320
2015,6,"37214
(36.168995, -86.667231)",RESRESIDENTIAL                SRSRESID. SUPPL.,5618248
2015,6,,RESRESIDENTIAL                SRSRESID. SUPPL.,6633626
